Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"Phase I/II, First-in-human, Open-label Dose Escalation and Cohort Expansion Study of KB-0742 in Patients with Relapsed or Refractory Solid Tumors or Non-Hodgkin Lymphoma",I/II,Open,Kronos Bio,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",(N/A); Aggressive; HER2 negative; Indolent; Pulmonary; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Neoplasms; Rhabdomyosarcoma; Sarcoma; Small Cell Lung Carcinoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",United States
Preoperative Use of Radiation Boost to Enhance Effectiveness of Immune Checkpoint Blockade Therapy in Operable Breast Cancer,I/II,Open,University of Pennsylvania,Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; HER2 positive; Neoadjuvant; Progesterone receptor positive; Stage II; Triple receptor negative,Breast Neoplasms,United States
"A Phase Ia/Ib Dose-Escalation and Dose-Expansion Study Evaluating the Safety, Pharmacokinetics, and Activity of GDC-6036 as a Single Agent and in Combination With Other Anti-cancer Therapies in Patients With Advanced or Metastatic Solid Tumors With a KRAS G12C Mutation",I,Open,Roche/Genentech,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Neuroendocrine; Oncology: Pancreas; Oncology: Unspecified Solid Tumor",Fourth line or greater; KRAS; Second line; Stage III; Stage IV; Third line,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Pancreatic Neoplasms; Stomach Neoplasms",Australia; Belgium; Brazil; Canada; France; Germany; Hungary; Israel; Italy; Kenya; Netherlands; New Zealand; Norway; Poland; Russia; South Korea; Spain; Switzerland; United Kingdom; United States
A Phase I/II Study of REGN7075 (EGFRxCD28 Costimulatory Bispecific Antibody) in Combination With Cemiplimab in Patients With Advanced Solid Tumors,I/II,Open,Regeneron,"Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Unspecified Solid Tumor",BRAF; HER2 negative; Line of therapy N/A; MSS/pMMR; PD-1 Naive; PD-L1 Naive; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Head and Neck Neoplasms; Neoplasms; Neoplasms, Unknown Primary",Japan; United States
"A Phase I Multi-Country, Multi-Center, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of SHR-A1811 in HER2 Expressing or Mutated Advanced Malignant Solid Tumor Subjects",I,Open,"Jiangsu Hengrui Pharmaceuticals Co. {Jiangsu Hengrui Medicine}/Shanghai Hengrui Pharmaceutical {Shanghai Hengrui Pharmaceutical (Jiangsu Hengrui Medicine, HKG Science & Tech. JV)}
Jiangsu Hengrui Pharmaceuticals Co. {Jiangsu Hengrui Medicine Co.}/Atridia
Jiangsu Hengrui Pharmaceuticals Co. {Jiangsu Hengrui Medicine Co.}/Suzhou Suncadia Biopharmaceuticals Co.","Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Renal; Oncology: Unspecified Solid Tumor",Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor","Australia; China; South Korea; Taiwan, China; United States"
"An Open-Label, Multicenter, Phase Ib/II Study to Establish Safety, Tolerability, and Optimal Dosing Strategy of GLR2007 in Subjects With Advanced Solid Tumors",I/II,Completed,Gan & Lee Pharmaceuticals,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer; Oncology: Unspecified Solid Tumor",ALK; BRAF; CNS mets; EGFR; Other mets; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Glioblastoma; Neoplasm Metastasis; Neoplasms, Unknown Primary",United States
A Phase I/II Open-Label Study to Evaluate Safety and Efficacy of SEL120 in Patients with Relapsed/refractory Metastatic or Advanced Solid Tumors,I/II,Open,Ryvu Therapeutics {Selvita},Oncology: Breast; Oncology: Unspecified Solid Tumor,HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Neoplasms, Unknown Primary; Recurrence",Australia; China; Czech Republic; France; Netherlands; Poland; Russia; Spain; United States
"Phase I/II Study of the Safety, Pharmacokinetics, and Preliminary Clinical Activity of BT7480 in Patients With Nectin-4 Associated Advanced Malignancies",I/II,Open,Bicycle Therapeutics,"Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Renal; Oncology: Unspecified Solid Tumor",Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Wilms Tumor",United States
"A Phase I/II Multicenter, Open-label, Dose-escalation, Safety, Pharmacodynamic, and Pharmacokinetic Study of Q901 Administered Via Intravenous Infusion in Adult Patients With Selected Advanced Solid Tumors With a Cohort Expansion at the Recommended Phase II Dose",I/II,Open,Qurient,"Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Unspecified Solid Tumor",(N/A); Estrogen receptor positive; HER2 negative; Hormone refractory; Progesterone receptor positive; Pulmonary; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Small Cell; Colorectal Neoplasms; Endometrial Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma",United States
BRE-03: Window of Opportunity Trial of Preoperative Lenvatinib Plus Pembrolizumab in Early-Stage Triple-Negative Breast Cancer (TNBC),I,Open,University of Illinois at Chicago Health Sciences Center,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage I; Stage II; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"First-in-Human, Phase I/Ib, Open-label, Multicenter Study of Bifunctional EGFR/TGFß Fusion Protein BCA101 Monotherapy and in Combination Therapy in Patients With EGFR-Driven Advanced Solid Tumors",I,Open,"Merck & Co./Merck Sharp & Dohme (MSD)
Biocon/Bicara Therapeutics","Oncology: Anal; Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Thyroid; Oncology: Unspecified Solid Tumor",Anaplastic; EGFR; First line; Fourth line or greater; HER2 negative; KRAS; PD-1 Refractory; PD-L1 High; PD-L1 Positive; PD-L1 Refractory; Second line; Squamous Cell; Stage III; Stage IV; Third line; Triple receptor negative,"Anus Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Squamous Cell; Colorectal Neoplasms; Glioblastoma; Head and Neck Neoplasms; Liver Cancer; Liver Neoplasms; Lung Neoplasms; Melanoma; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Squamous Cell Carcinoma of Head and Neck; Thyroid Neoplasms",Canada; United States
"First-in-human, Open-label, Dose-escalation Trial With Expansion Cohorts to Evaluate Safety of GEN1044 in Subjects With Malignant Solid Tumors",I/II,Terminated,"Genmab
AbbVie","Oncology: Bladder; Oncology: Breast; Oncology: Endometrial; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Prostate",Adenocarcinoma; HER2 negative; Large Cell; Second line; Squamous Cell; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Prostatic Neoplasms; Squamous Cell Carcinoma of Head and Neck; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Neoplasms",Belgium; Denmark; France; Israel; Netherlands; South Korea; Spain; United States
Phase I Study of CI-8993 Anti-VISTA Antibody in Patients With Advanced Solid Tumor Malignancies,I,Closed,Curis,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Unspecified Solid Tumor",HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Melanoma; Mesothelioma; Neoplasms; Neoplasms, Mesothelial; Neoplasms, Unknown Primary",Australia; United States
A Phase Ib Clinical Study of DPV-001 with BMS-986178 and Nivolumab in Patients with Advanced Triple Negative Breast Cancer,I,Open,"Bristol-Myers Squibb
UbiVac",Oncology: Breast,First line; HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,Poland; United States
"A Phase I/II, First-In-Human, Multi-Part, Open-Label, Multiple-Ascending Dose Study to Investigate the Safety, Tolerability, Pharmacokinetics, Biological, and Clinical Activity of DF6002 as a Monotherapy and in Combination With Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumors, and Expansion in Selected Indications",I/II,Open,Dragonfly Therapeutics,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate; Oncology: Renal; Oncology: Skin, Squamous Cell Carcinoma (cSCC)",BRAF; Extensive; Fourth line or greater; HER2 negative; Merkel; Metastatic; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Pulmonary; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Carcinoma, Squamous Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Prostatic Neoplasms; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Australia; France; Spain; United States
A Phase I/II Study of the SV-BR-1-GM Regimen in HLA Matched Metastatic Breast Cancer Patients in Combination With Pembrolizumab,I/II,Terminated,"Kimmel Cancer Center-Thomas Jefferson University - Philadelphia, PA",Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage IV; Triple receptor negative,Breast Neoplasms; Carcinoma,United States
"A First-In-Human, Phase I/II Study Of CFI-402411, a Hematopoietic Progenitor Kinase-1 (HPK1) Inhibitor, as a Single Agent and in Combination With Pembrolizumab in Subjects With Advanced Solid Malignancies.",I/II,Open,"Treadwell Therapeutics
TIO Discovery","Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Renal; Oncology: Unspecified Solid Tumor",HER2 negative; Metastatic; MSI-H/dMMR; Pulmonary; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor","Canada; Hong Kong, S.A.R., China; Singapore; United States"
"A Phase I/IIa, Open-Label, Multi-Center Study Evaluating the Safety and Anti-Tumor Activity of Ex Vivo Expanded, Autologous Natural Killer Cells (SNK01) in Combination With Trastuzumab or Cetuximab in Subjects With Advanced/Metastatic HER2- or EGFR-Expressing Cancers",I/II,Terminated,NKGen Biotech,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",EGFR; HER2 negative; HER2 positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative; Unresectable,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Lung Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms",United States
"A Phase I, First-In-Human, Multicenter, Open-Label, Study of GQ1001, a HER2 Targeted Antibody-Drug Conjugate, Administered Intravenously, in Adult Patients With HER2-Positive Advanced Solid Tumors",I,Open,"GeneQuantum Healthcare (Suzhou) Co.
Conjugate Light (Australia)",Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Unspecified Solid Tumor,Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV; Third line,"Bile Duct Neoplasms; Breast Neoplasms; Cholangiocarcinoma; Esophageal Cancer; Esophageal Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",Australia; China; United States
"Phase I Study of X-PACT (X-ray Psoralen Activated Cancer Therapy) for Intra-tumoral Injection of Superficial Tumors in Patients With Advanced Head and Neck Cancer, Breast Cancer, Soft Tissue Sarcoma or Melanoma",I,Open,Immunolight,Oncology: Breast; Oncology: Head/Neck; Oncology: Melanoma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor,PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV,Breast Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Melanoma; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma,United States
A Phase I/II Study of CBX-12 in Subjects with Advanced or Metastatic Refractory Solid Tumors,I/II,Open,"Exelixis
Cybrexa Therapeutics","Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal; Oncology: Unspecified Solid Tumor",Pulmonary; Second line; Stage III; Stage IV,"Appendiceal Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Small Cell; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Kidney Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Sarcoma; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
A Phase I Study of SGN-B6A in Advanced Solid Tumors,I,Open,Seagen {Seattle Genetics},"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Skin, Squamous Cell Carcinoma (cSCC)",Adenocarcinoma; HER2 negative; Second line; Squamous Cell; Stage III; Stage IV,"Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Esophageal Cancer; Esophageal Neoplasms; Esophageal Squamous Cell Carcinoma; Head and Neck Neoplasms; Neoplasms; Neoplasms, Squamous Cell; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms",France; Spain; Switzerland; United Kingdom; United States
