Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
Atezolizumab Plus Tivozanib in Immunologically Cold Tumor Types,I/II,Open,"University of Florida - Gainesville
LG Chem/AVEO Oncology
Roche;Genentech;",Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Fallopian Tube; Oncology: Gallbladder; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Prostate; Oncology: Soft Tissue Sarcoma; Oncology: Vulvar,Fourth line or greater; HER2 positive; High-grade; Hormone refractory; Intermediate-grade; Low-grade; Metastatic; MSS/pMMR; Second line; Stage III; Stage IV; Third line; Unresectable,Adenocarcinoma; Bile Duct Neoplasms; Breast Neoplasms; Cholangiocarcinoma; Cholangiocarcinoma; Fallopian Tube Neoplasms; Fibrosarcoma; Gallbladder Neoplasms; Leiomyosarcoma; Liposarcoma; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma; Vulvar Neoplasms,United States
A Phase l Study of TAS2940 in Patients With Locally Advanced or Metastatic Solid Tumors With EGFR and / or HER2 Aberrations,I,Open,Otsuka Holdings/Taiho Pharmaceutical,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Lung, Non-Small Cell; Oncology: Unspecified Solid Tumor",EGFR; HER2 positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Glioblastoma; Neoplasms, Unknown Primary",France; United States
"A Phase I/II Study To Evaluate The Safety, Pharmacokinetics, And Efficacy Of BLU-222 As A Single Agent And In Combination Therapy For Patients With Advanced Solid Tumors.",I/II,Open,Blueprint Medicines,Oncology: Breast; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Ovarian; Oncology: Unspecified Solid Tumor,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinosarcoma; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Mixed Tumor, Mullerian; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Stomach Carcinoma; Stomach Neoplasms",United States
A Phase  I/II  Open-label Trial of KVA12123 Alone and in Combination With Pembrolizumab in Patients With Advanced Solid Tumors,I/II,Open,Kineta,"Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",Locally advanced; Metastatic; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Neoplasms, Unknown Primary; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Stomach Neoplasms; Thyroid Neoplasms; Wilms Tumor",United States
"A Phase I, Open-Label, Dose-Escalation and Dose-Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Antitumor Activity of ADCT-901 as Monotherapy in Patients With Selected Advanced Solid Tumors",I,Open,ADC Therapeutics {Auven Therapeutics/ADC Therapeutics},Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Fallopian Tube; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate; Oncology: Renal; Oncology: Unspecified Solid Tumor,HER2 negative; Other; Second line; Stage III; Stage IV; Triple receptor negative,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Renal Cell; Cholangiocarcinoma; Fallopian Tube Neoplasms; Kidney Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Prostatic Neoplasms; Renal Cancer; Wilms Tumor",Spain; United States
A Clinical Study of ATG-101 for the Treatment of Advanced/ Metastatic Solid Tumors and B-cell Non-Hodgkin Lymphoma (B-NHL),I,Open,Antengene Corporation Limited/Antengene Corporation Co.,"Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Unspecified Solid Tumor",(N/A); Aggressive; Diffuse large B-cell lymphoma (DLBCL); Extranodal marginal zone B-cell lymphoma (MALT); Follicular lymphoma (FL); HER2 negative; Indolent; Lymphoblastic lymphoma (LBL); Mantle cell lymphoma (MCL); Other subtype; Second line; Small lymphocytic lymphoma (SLL); Stage III; Stage IV; Third line; Triple receptor negative; Waldenstrom's macroglobulinemia (WM),"Breast Neoplasms; Esophageal Neoplasms; Glioblastoma; Head and Neck Neoplasms; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neoplasms, Unknown Primary; Stomach Neoplasms; Uterine Cervical Neoplasms; Waldenstrom Macroglobulinemia",China; United States
A Phase I/Ib Dose Escalation/Expansion Study of NGM438 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumors,I,Open,NGM Biopharmaceuticals,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Mesothelioma; Neoplasms, Mesothelial; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Renal Cancer; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"A Phase I Dose-Escalation Study to Investigate the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamic Activity of CLN-619 (Anti-MICA/MICB Antibody) Alone and in Combination With Pembrolizumab in Patients With Advanced Solid Tumors",I,Open,Cullinan Oncology,"Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",(N/A); Fourth line or greater; Line of therapy N/A; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Mesothelioma; Neoplasms; Neoplasms, Unknown Primary; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Thyroid Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Australia; Poland; Spain; United States
"A Phase Ib/II Study to Investigate the Safety, Tolerability, of APG-2575 as a Single Agent or in Combination With Systemic Anti-cancer Agents in Patients With ER Positive Breast Cancer or Advanced Solid Tumors.",I/II,Open,Ascentage Pharma Group,Oncology: Breast; Oncology: Unspecified Solid Tumor,Estrogen receptor positive; HER2 negative; Second line; Stage III; Stage IV,"Breast Neoplasms; Neoplasms, Unknown Primary",China; United States
Phase I/II Study of Stereotactic Radiation and Abemaciclib in the Management of Hormone Receptor Positive HER2 Negative Breast Cancer Brain Metastases,I/II,Open,"Eli Lilly
H. Lee Moffitt Cancer Center and Research Institute",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; Estrogen receptor positive; HER2 negative; Line of therapy N/A; Progesterone receptor positive; Stage IV,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis,United States
A Phase I/II Dose Escalation/Expansion Study of NGM707 as Monotherapy and in Combination With Pembrolizumab in Advanced or Metastatic Solid Tumor Malignancies,I/II,Open,"Merck & Co./Merck Sharp & Dohme (MSD)
NGM Biopharmaceuticals","Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal",Adenocarcinoma; Fourth line or greater; Second line; Squamous Cell; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Glioblastoma; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Mesothelioma; Neoplasms, Mesothelial; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor","South Korea; Taiwan, China; United States"
"A Phase Ib/II, Multicenter, Open-label Study of S-531011 as Monotherapy and in Combination With an Immune Checkpoint Inhibitor in Participants With Locally Advanced or Metastatic Solid Tumors",I/II,Open,Shionogi,"Oncology: Bladder; Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Renal; Oncology: Unspecified Solid Tumor",HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",Japan; United States
"Phase Ib Study of Neoadjuvant DPX-Survivac, Aromatase Inhibition, and With/Without Radiotherapy or Cyclophosphamide in HR+HER2- Breast Cancer",I,Open,"(Other Cooperative Group);
IMV Inc. {IImmunovaccine {ImmunoVaccine Technologies}}",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,United States
A First-in-Human Phase I Trial of ATG-101 in Patients With Metastatic/Advanced Solid Tumors and Mature B-cell Non-Hodgkin Lymphomas,I,Open,Antengene Corporation Limited/Antengene Corporation Co.,"Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Unspecified Solid Tumor",(N/A); Aggressive; Diffuse large B-cell lymphoma (DLBCL); Extranodal marginal zone B-cell lymphoma (MALT); Follicular lymphoma (FL); HER2 negative; Indolent; Lymphoblastic lymphoma (LBL); Mantle cell lymphoma (MCL); Other subtype; Second line; Small lymphocytic lymphoma (SLL); Stage II; Stage III; Stage IV; Triple receptor negative; Waldenstrom's macroglobulinemia (WM),"Breast Neoplasms; Esophageal Neoplasms; Glioblastoma; Head and Neck Neoplasms; Hematologic Neoplasms; Lymphoma; Lymphoma, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neoplasms; Neoplasms, Unknown Primary; Stomach Neoplasms; Uterine Cervical Neoplasms; Waldenstrom Macroglobulinemia",Australia; United States
"An Open-label, Two-part Dose escalation and Expansion Study to Evaluate Safety, Pharmacokinetics, and Preliminary Activity of JBI-778 in Solid Tumors Patients with Stable Brain Metastasis",I/II,Planned,Jubilant Life Sciences,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer; Oncology: Myelodysplastic Syndrome; Oncology: Unspecified Solid Tumor",(N/A); CNS mets; HER2 negative; Line of therapy N/A; RA/RARS; RCMD; Second line; Triple receptor negative,"Acute Myelocytic Leukemia; Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Glioblastoma; Leukemia, Myeloid, Acute; Lymphoma, Non-Hodgkin; Myelodysplastic Syndromes; Neoplasm Metastasis",United States
"An Open Label, Phase I Dose Escalation Trial, With Dose Confirmation and Expansion, of BI 1810631 as Monotherapy in Patients With Advanced or Metastatic Solid Tumors With HER2 Aberrations",I,Open,Boehringer Ingelheim,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Lung, Non-Small Cell; Oncology: Renal; Oncology: Small Intestine; Oncology: Unspecified Solid Tumor",(N/A); ALK; BRAF; EGFR; Fourth line or greater; HER2 positive; Line of therapy N/A; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Intestinal Neoplasms; Kidney Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor","Australia; Austria; Belgium; China; France; Germany; Hong Kong, S.A.R., China; Israel; Italy; Japan; Netherlands; Portugal; Singapore; South Korea; Spain; Sweden; United Kingdom; United States"
"A Phase I-II Study of OR2805, a Monoclonal Antibody Targeting CD163, Alone and in Combination With Anticancer Agents in Subjects With Advanced Malignancies",I/II,Open,OncoResponse,"Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Cancer; Oncology: Unspecified Solid Tumor",ALK; EGFR; First line; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fibrosarcoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Squamous Cell Carcinoma of Head and Neck; Synovial Sarcoma; Triple Negative Breast Neoplasms",United States
"To Evaluate TROP2-TRACTr in an Initial Proof of Concept Clinical Trial in Triple Receptor Negative Breast Cancer, Urothelial Cancer and Non Small Cell Lung Cancer Patients",I,Planned,Janux Therapeutics,"Oncology: Bladder; Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Renal",(N/A); HER2 negative; Line of therapy N/A; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Kidney Neoplasms; Renal Cancer; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
"An Open-label, Phase I, Dose-escalation Study to Evaluate the Safety and Preliminary Antitumor Activity of TAK-676 With Pembrolizumab Following Radiation Therapy in the Treatment of Non-small-cell Lung Cancer, Triple-negative Breast Cancer, or Squamous-cell Carcinoma of the Head and Neck That Has Progressed on Checkpoint Inhibitors.",I,Open,Takeda,"Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell",HER2 negative; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Head and Neck Neoplasms; Squamous Cell Carcinoma of Head and Neck; Triple Negative Breast Neoplasms",United States
"A Phase I/II a, First-in-Human (FIH), Open-Label, Dose-Escalation and Dose Expansion Study of the Monoclonal Antibody IMT-009 in Patients With Advanced Solid Tumors or Lymphomas",I/II,Open,Immunitas Therapeutics,"Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Small Intestine; Oncology: Unspecified Solid Tumor",Aggressive; BRAF; BRCA; Classical; Cutaneous T-cell lymphoma (CTCL); Diffuse large B-cell lymphoma (DLBCL); Estrogen receptor positive; Fourth line or greater; HER2 negative; Indolent; Line of therapy N/A; MSI-H/dMMR; MSS/pMMR; Nodular lymphocyte-predominant; Other subtype; PD-1 Refractory; PD-L1 Refractory; Peripheral T-cell lymphoma (PTCL); Progesterone receptor positive; Second line; Squamous Cell; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Esophageal Neoplasms; Head and Neck Neoplasms; Hodgkin Disease; Intestinal Neoplasms; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Neoplasms",United States
"A Phase I, Dose-Escalation and Dose-Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Antitumor Activities of CS5001, an Anti-ROR1 Antibody Drug Conjugate, in Patients With Advanced Solid Tumors and Lymphomas",I,Open,"CStone Pharmaceuticals
United Biotechnology (Zhuhai Hengqin) Co.","Oncology: Breast; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Diffuse large B-cell lymphoma (DLBCL); Extranodal marginal zone B-cell lymphoma (MALT); Follicular lymphoma (FL); HER2 negative; Indolent; Lymphoblastic lymphoma (LBL); Mantle cell lymphoma (MCL); Nodular lymphocyte-predominant; Other subtype; Second line; Small lymphocytic lymphoma (SLL); Stage III; Stage IV; Third line; Triple receptor negative; Waldenstrom's macroglobulinemia (WM),"Breast Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neoplasms, Unknown Primary; Waldenstrom Macroglobulinemia",Australia; China; United States
"Dose Escalation and Expansion Clinical Study to Evaluate the Safety and Efficacy of ELU001 in Subjects Who Have Advanced, Recurrent or Refractory FRa Overexpressing Tumors",I/II,Open,Elucida Oncology,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Primary Peritoneal; Oncology: Unspecified Cancer",Distal; Fourth line or greater; HER2 negative; Hilar; Intrahepatic; Second line; Stage III; Stage IV; Triple receptor negative,"Adenocarcinoma; Adenocarcinoma, Clear Cell; Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinosarcoma; Cholangiocarcinoma; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Cystadenocarcinoma, Serous; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fallopian Tube Neoplasms; Klatskin Tumor; Neoplasm Metastasis; Neoplasms; Ovarian Cancer; Ovarian Diseases; Ovarian Neoplasms; Peritoneal Neoplasms; Rectal Neoplasms; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Uterine Diseases",United States
